SKU,qty,price
PR134,1,24.35
PR134,15,21.9
PR134,25,21.3
PR134,50,20.7
PR134,75,20.1
01195,1,28.55
01195,15,25.70
01195,25,25.00
01195,50,24.30
01195,75,23.55
KK386,1,28.50
KK386,15,25.65
KK386,25,24.95
KK386,50,24.25
KK386,75,23.55
1715,1,28.45
1715,15,25.60
1715,25,24.90
1715,50,24.20
1715,75,23.50
1716,1,28.45
1716,15,25.60
1716,25,24.90
1716,50,24.20
1716,75,23.50
HB511,1,28.40
HB511,15,25.60
HB511,25,24.85
HB511,50,24.15
HB511,75,23.45
DC18,1,28.40
DC18,15,25.60
DC18,25,24.85
DC18,50,24.15
DC18,75,23.45
PR671,1,24.15
PR671,15,21.8
PR671,25,21.15
PR671,50,20.55
PR671,75,19.95
LV820,1,28.40
LV820,15,25.60
LV820,25,24.85
LV820,50,24.15
LV820,75,23.45
PR694,1,24.15
PR694,15,21.8
PR694,25,21.15
PR694,50,20.55
PR694,75,19.95
265F,1,28.30
265F,15,25.50
265F,25,24.80
265F,50,24.10
265F,75,23.35
265M,1,28.30
265M,15,25.50
265M,25,24.80
265M,50,24.10
265M,75,23.35
QD881,1,28.20
QD881,15,25.40
QD881,25,24.70
QD881,50,24.00
QD881,75,23.30
QS070,1,28.20
QS070,15,25.40
QS070,25,24.70
QS070,50,24.00
QS070,75,23.30
KK104 PLUS,1,28.20
KK104 PLUS,15,25.40
KK104 PLUS,25,24.70
KK104 PLUS,50,24.00
KK104 PLUS,75,23.30
SS112,1,24
SS112,15,21.6
SS112,25,21
SS112,50,20.4
SS112,75,19.85
SS118,1,24
SS118,15,21.6
SS118,25,21
SS118,50,20.4
SS118,75,19.85
JH050 PLUS,1,28.20
JH050 PLUS,15,25.40
JH050 PLUS,25,24.70
JH050 PLUS,50,24.00
JH050 PLUS,75,23.30
SS222,1,24
SS222,15,21.6
SS222,25,21
SS222,50,20.4
SS222,75,19.85
551,1,28.05
551,15,25.25
551,25,24.55
551,50,23.85
551,75,23.15
554,1,28.05
554,15,25.25
554,25,24.55
554,50,23.85
554,75,23.15
80503,1,28.05
80503,15,25.25
80503,25,24.55
80503,50,23.85
80503,75,23.15
80503 PLUS,1,28.05
80503 PLUS,15,25.25
80503 PLUS,25,24.55
80503 PLUS,50,23.85
80503 PLUS,75,23.15
CV371,1,28.00
CV371,15,25.20
CV371,25,24.50
CV371,50,23.80
CV371,75,23.10
J933F,1,27.90
J933F,15,25.15
J933F,25,24.45
J933F,50,23.75
J933F,75,23.05
J933F PLUS,1,27.90
J933F PLUS,15,25.15
J933F PLUS,25,24.45
J933F PLUS,50,23.75
J933F PLUS,75,23.05
BG544,1,27.80
BG544,15,25.05
BG544,25,24.35
BG544,50,23.65
BG544,75,22.95
BG571,1,27.80
BG571,15,25.05
BG571,25,24.35
BG571,50,23.65
BG571,75,22.95
HB513,1,27.80
HB513,15,25.05
HB513,25,24.35
HB513,50,23.65
HB513,75,22.95
HB550,1,27.80
HB550,15,25.05
HB550,25,24.35
HB550,50,23.65
HB550,75,22.95
HB590,1,27.80
HB590,15,25.05
HB590,25,24.35
HB590,50,23.65
HB590,75,22.95
HB593,1,27.80
HB593,15,25.05
HB593,25,24.35
HB593,50,23.65
HB593,75,22.95
PR665,1,23.65
PR665,15,21.3
PR665,25,20.7
PR665,50,20.15
PR665,75,19.55
R216X,1,27.80
R216X,15,25.05
R216X,25,24.35
R216X,50,23.65
R216X,75,22.95
548,1,27.80
548,15,25.05
548,25,24.35
548,50,23.65
548,75,22.95
550,1,27.80
550,15,25.05
550,25,24.35
550,50,23.65
550,75,22.95
R330X PLUS,1,27.80
R330X PLUS,15,25.05
R330X PLUS,25,24.35
R330X PLUS,50,23.65
R330X PLUS,75,22.95
HB516,1,27.60
HB516,15,24.85
HB516,25,24.15
HB516,50,23.50
HB516,75,22.80
KK134,1,27.60
KK134,15,24.85
KK134,25,24.15
KK134,50,23.50
KK134,75,22.80
KK184,1,27.60
KK184,15,24.85
KK184,25,24.15
KK184,50,23.50
KK184,75,22.80
KK388,1,27.60
KK388,15,24.85
KK388,25,24.15
KK388,50,23.50
KK388,75,22.80
PR696,1,23.5
PR696,15,21.15
PR696,25,20.55
PR696,50,20
PR696,75,19.4
PR697,1,23.5
PR697,15,21.15
PR697,25,20.55
PR697,50,20
PR697,75,19.4
SS830,1,23.5
SS830,15,21.15
SS830,25,20.55
SS830,50,20
SS830,75,19.4
SX089,1,27.60
SX089,15,24.85
SX089,25,24.15
SX089,50,23.50
SX089,75,22.80
KK109,1,27.40
KK109,15,24.70
KK109,25,24.00
KK109,50,23.30
KK109,75,22.65
TRW505,1,24.7
TRW505,15,22.25
TRW505,25,21.6
TRW505,50,21
TRW505,75,20.4
YK021 PLUS,1,27.40
YK021 PLUS,15,24.70
YK021 PLUS,25,24.00
YK021 PLUS,50,23.30
YK021 PLUS,75,22.65
KK971,1,27.40
KK971,15,24.70
KK971,25,24.00
KK971,50,23.30
KK971,75,22.65
HB724,1,27.40
HB724,15,24.70
HB724,25,24.00
HB724,50,23.30
HB724,75,22.65
KK187,1,27.20
KK187,15,24.50
KK187,25,23.80
KK187,50,23.15
KK187,75,22.45
H851,1,27.10
H851,15,24.40
H851,25,23.75
H851,50,23.05
H851,75,22.40
LV871,1,27.10
LV871,15,24.40
LV871,25,23.75
LV871,50,23.05
LV871,75,22.40
R208X,1,27.10
R208X,15,24.40
R208X,25,23.75
R208X,50,23.05
R208X,75,22.40
PR136,1,22.95
PR136,15,20.7
PR136,25,20.15
PR136,50,19.55
PR136,75,19
J924M,1,27.00
J924M,15,24.30
J924M,25,23.65
J924M,50,22.95
J924M,75,22.30
KK102 PLUS,1,26.90
KK102 PLUS,15,24.25
KK102 PLUS,25,23.55
KK102 PLUS,50,22.90
KK102 PLUS,75,22.20
KK117,1,26.90
KK117,15,24.25
KK117,25,23.55
KK117,50,22.90
KK117,75,22.20
EA061,1,26.60
EA061,15,23.95
EA061,25,23.30
EA061,50,22.65
EA061,75,21.95
EA062,1,26.60
EA062,15,23.95
EA062,25,23.30
EA062,50,22.65
EA062,75,21.95
BG218,1,26.50
BG218,15,23.85
BG218,25,23.20
BG218,50,22.55
BG218,75,21.90
PR259,1,22.45
PR259,15,20.25
PR259,25,19.65
PR259,50,19.1
PR259,75,18.55
PR359,1,22.45
PR359,15,20.25
PR359,25,19.65
PR359,50,19.1
PR359,75,18.55
PR553,1,22.45
PR553,15,20.25
PR553,25,19.65
PR553,50,19.1
PR553,75,18.55
PR661,1,22.45
PR661,15,20.25
PR661,25,19.65
PR661,50,19.1
PR661,75,18.55
PR670,1,22.45
PR670,15,20.25
PR670,25,19.65
PR670,50,19.1
PR670,75,18.55
PR903,1,22.45
PR903,15,20.25
PR903,25,19.65
PR903,50,19.1
PR903,75,18.55
PR906,1,22.45
PR906,15,20.25
PR906,25,19.65
PR906,50,19.1
PR906,75,18.55
PR622 ,1,22.45
PR622 ,15,20.25
PR622 ,25,19.65
PR622 ,50,19.1
PR622 ,75,18.55
PR623,1,22.45
PR623,15,20.25
PR623,25,19.65
PR623,50,19.1
PR623,75,18.55
PR682,1,22.45
PR682,15,20.25
PR682,25,19.65
PR682,50,19.1
PR682,75,18.55
1625,1,26.40
1625,15,23.80
1625,25,23.10
1625,50,22.45
1625,75,21.80
HB517,1,26.30
HB517,15,23.70
HB517,25,23.05
HB517,50,22.40
HB517,75,21.70
HB555 PLUS,1,26.30
HB555 PLUS,15,23.70
HB555 PLUS,25,23.05
HB555 PLUS,50,22.40
HB555 PLUS,75,21.70
HB591,1,26.30
HB591,15,23.70
HB591,25,23.05
HB591,50,22.40
HB591,75,21.70
HB595,1,26.30
HB595,15,23.70
HB595,25,23.05
HB595,50,22.40
HB595,75,21.70
PR656,1,22.4
PR656,15,20.15
PR656,25,19.6
PR656,50,19.05
PR656,75,18.45
LV881,1,26.30
LV881,15,23.70
LV881,25,23.05
LV881,50,22.40
LV881,75,21.70
HB760,1,26.30
HB760,15,23.70
HB760,25,23.05
HB760,50,22.40
HB760,75,21.70
HB761,1,26.30
HB761,15,23.70
HB761,25,23.05
HB761,50,22.40
HB761,75,21.70
LV339,1,26.30
LV339,15,23.70
LV339,25,23.05
LV339,50,22.40
LV339,75,21.70
LV624,1,26.30
LV624,15,23.70
LV624,25,23.05
LV624,50,22.40
LV624,75,21.70
PW685 PLUS,1,26.30
PW685 PLUS,15,23.70
PW685 PLUS,25,23.05
PW685 PLUS,50,22.40
PW685 PLUS,75,21.70
R203J,1,26.30
R203J,15,23.70
R203J,25,23.05
R203J,50,22.40
R203J,75,21.70
RS330,1,26.30
RS330,15,23.70
RS330,25,23.05
RS330,50,22.40
RS330,75,21.70
SI075,1,26.30
SI075,15,23.70
SI075,25,23.05
SI075,50,22.40
SI075,75,21.70
J924F,1,26.20
J924F,15,23.60
J924F,25,22.95
J924F,50,22.30
J924F,75,21.65
J934M,1,26.20
J934M,15,23.60
J934M,25,22.95
J934M,50,22.30
J934M,75,21.65
JH020,1,26.20
JH020,15,23.60
JH020,25,22.95
JH020,50,22.30
JH020,75,21.65
JH053,1,26.20
JH053,15,23.60
JH053,25,22.95
JH053,50,22.30
JH053,75,21.65
JH059,1,26.20
JH059,15,23.60
JH059,25,22.95
JH059,50,22.30
JH059,75,21.65
JH090,1,26.20
JH090,15,23.60
JH090,25,22.95
JH090,50,22.30
JH090,75,21.65
8700B,1,26.20
8700B,15,23.60
8700B,25,22.95
8700B,50,22.30
8700B,75,21.65
BG550,1,26.10
BG550,15,23.50
BG550,25,22.85
BG550,50,22.20
BG550,75,21.55
QD802,1,26.10
QD802,15,23.50
QD802,25,22.85
QD802,50,22.20
QD802,75,21.55
KK938,1,26.10
KK938,15,23.50
KK938,25,22.85
KK938,50,22.20
KK938,75,21.55
KK161,1,26.10
KK161,15,23.50
KK161,25,22.85
KK161,50,22.20
KK161,75,21.55
KK192,1,26.10
KK192,15,23.50
KK192,25,22.85
KK192,50,22.20
KK192,75,21.55
KK351,1,26.10
KK351,15,23.50
KK351,25,22.85
KK351,50,22.20
KK351,75,21.55
KK702,1,26.10
KK702,15,23.50
KK702,25,22.85
KK702,50,22.20
KK702,75,21.55
TRS189,1,23.5
TRS189,15,21.15
TRS189,25,20.6
TRS189,50,20
TRS189,75,19.4
KK943,1,26.10
KK943,15,23.50
KK943,25,22.85
KK943,50,22.20
KK943,75,21.55
KK944,1,26.10
KK944,15,23.50
KK944,25,22.85
KK944,50,22.20
KK944,75,21.55
SS805,1,22.2
SS805,15,20
SS805,25,19.45
SS805,50,18.9
SS805,75,18.35
J272M,1,26.10
J272M,15,23.50
J272M,25,22.85
J272M,50,22.20
J272M,75,21.55
SN130,1,23.5
SN130,15,21.15
SN130,25,20.6
SN130,50,20
SN130,75,19.4
SN131,1,23.5
SN131,15,21.15
SN131,25,20.6
SN131,50,20
SN131,75,19.4
TRF618,1,23.5
TRF618,15,21.15
TRF618,25,20.6
TRF618,50,20
TRF618,75,19.4
BG615,1,26.00
BG615,15,23.40
BG615,25,22.75
BG615,50,22.10
BG615,75,21.45
PR664,1,21.95
PR664,15,19.8
PR664,25,19.25
PR664,50,18.7
PR664,75,18.15
PW685,1,25.80
PW685,15,23.25
PW685,25,22.60
PW685,50,21.95
PW685,75,21.30
1710,1,25.75
1710,15,23.15
1710,25,22.55
1710,50,21.90
1710,75,21.25
1711,1,25.75
1711,15,23.15
1711,25,22.55
1711,50,21.90
1711,75,21.25
1712,1,25.75
1712,15,23.15
1712,25,22.55
1712,50,21.90
1712,75,21.25
1713,1,25.75
1713,15,23.15
1713,25,22.55
1713,50,21.90
1713,75,21.25
47300,1,25.70
47300,15,23.15
47300,25,22.50
47300,50,21.85
47300,75,21.25
QS077,1,25.60
QS077,15,23.05
QS077,25,22.40
QS077,50,21.80
QS077,75,21.15
KK974,1,25.60
KK974,15,23.05
KK974,25,22.40
KK974,50,21.80
KK974,75,21.15
J934F,1,25.60
J934F,15,23.05
J934F,25,22.40
J934F,50,21.80
J934F,75,21.15
KK385,1,25.60
KK385,15,23.05
KK385,25,22.40
KK385,50,21.80
KK385,75,21.15
JH050,1,25.60
JH050,15,23.05
JH050,25,22.40
JH050,50,21.80
JH050,75,21.15
RG120,1,23.05
RG120,15,20.75
RG120,25,20.2
RG120,50,19.65
RG120,75,19.05
LV817,1,25.40
LV817,15,22.90
LV817,25,22.25
LV817,50,21.60
LV817,75,21.00
44002,1,25.35
44002,15,22.80
44002,25,22.20
44002,50,21.55
44002,75,20.90
BG641,1,25.30
BG641,15,22.80
BG641,25,22.15
BG641,50,21.55
BG641,75,20.90
GD061,1,21.55
GD061,15,19.4
GD061,25,18.85
GD061,50,18.35
GD061,75,17.8
47800,1,25.25
47800,15,22.70
47800,25,22.10
47800,50,21.45
47800,75,20.85
47900,1,25.25
47900,15,22.70
47900,25,22.10
47900,50,21.45
47900,75,20.85
BG168,1,25.20
BG168,15,22.70
BG168,25,22.05
BG168,50,21.45
BG168,75,20.80
BG198,1,25.20
BG198,15,22.70
BG198,25,22.05
BG198,50,21.45
BG198,75,20.80
RG234,1,22.7
RG234,15,20.45
RG234,25,19.85
RG234,50,19.35
RG234,75,18.75
PR795,1,21.35
PR795,15,19.25
PR795,25,18.7
PR795,50,18.15
PR795,75,17.65
HB518,1,25.10
HB518,15,22.60
HB518,25,22.00
HB518,50,21.35
HB518,75,20.75
HB551,1,25.10
HB551,15,22.60
HB551,25,22.00
HB551,50,21.35
HB551,75,20.75
HB555,1,25.10
HB555,15,22.60
HB555,25,22.00
HB555,50,21.35
HB555,75,20.75
HB596,1,25.10
HB596,15,22.60
HB596,25,22.00
HB596,50,21.35
HB596,75,20.75
YK021,1,25.00
YK021,15,22.50
YK021,25,21.90
YK021,50,21.25
YK021,75,20.65
PR699,1,21.25
PR699,15,19.15
PR699,25,18.65
PR699,50,18.1
PR699,75,17.6
LV571,1,25.00
LV571,15,22.50
LV571,25,21.90
LV571,50,21.25
LV571,75,20.65
KK104,1,24.90
KK104,15,22.45
KK104,25,21.80
KK104,50,21.20
KK104,75,20.55
KK133,1,24.90
KK133,15,22.45
KK133,25,21.80
KK133,50,21.20
KK133,75,20.55
KK701,1,24.90
KK701,15,22.45
KK701,25,21.80
KK701,50,21.20
KK701,75,20.55
TRW498,1,22.45
TRW498,15,20.25
TRW498,25,19.65
TRW498,50,19.1
TRW498,75,18.5
GD54,1,21.2
GD54,15,19.1
GD54,25,18.55
GD54,50,18.05
GD54,75,17.5
JH003 PLUS,1,24.90
JH003 PLUS,15,22.45
JH003 PLUS,25,21.80
JH003 PLUS,50,21.20
JH003 PLUS,75,20.55
QD515,1,24.80
QD515,15,22.35
QD515,25,21.70
QD515,50,21.10
QD515,75,20.50
QD624,1,24.80
QD624,15,22.35
QD624,25,21.70
QD624,50,21.10
QD624,75,20.50
SS116,1,21.1
SS116,15,19
SS116,25,18.45
SS116,50,17.95
SS116,75,17.45
GD57 PLUS,1,21.1
GD57 PLUS,15,19
GD57 PLUS,25,18.45
GD57 PLUS,50,17.95
GD57 PLUS,75,17.45
GD58,1,21.1
GD58,15,19
GD58,25,18.45
GD58,50,17.95
GD58,75,17.45
J919F,1,24.75
J919F,15,22.30
J919F,25,21.65
J919F,50,21.05
J919F,75,20.45
10586,1,24.75
10586,15,22.25
10586,25,21.65
10586,50,21.05
10586,75,20.40
10587,1,24.75
10587,15,22.25
10587,25,21.65
10587,50,21.05
10587,75,20.40
SS226,1,21
SS226,15,18.95
SS226,25,18.45
SS226,50,17.85
SS226,75,17.35
EA060,1,24.60
EA060,15,22.15
EA060,25,21.55
EA060,50,20.95
EA060,75,20.30
90011,1,24.60
90011,15,22.15
90011,25,21.50
90011,50,20.90
90011,75,20.30
90012,1,24.60
90012,15,22.15
90012,25,21.50
90012,50,20.90
90012,75,20.30
SS825,1,20.85
SS825,15,18.75
SS825,25,18.25
SS825,50,17.75
SS825,75,17.25
JH012,1,24.50
JH012,15,22.05
JH012,25,21.45
JH012,50,20.85
JH012,75,20.25
LV873,1,24.50
LV873,15,22.05
LV873,25,21.45
LV873,50,20.85
LV873,75,20.25
J011M,1,24.40
J011M,15,22.00
J011M,25,21.35
J011M,50,20.75
J011M,75,20.15
J566F,1,24.40
J566F,15,22.00
J566F,25,21.35
J566F,50,20.75
J566F,75,20.15
J566M,1,24.40
J566M,15,22.00
J566M,25,21.35
J566M,50,20.75
J566M,75,20.15
J935M,1,24.40
J935M,15,22.00
J935M,25,21.35
J935M,50,20.75
J935M,75,20.15
KK131,1,24.30
KK131,15,21.90
KK131,25,21.30
KK131,50,20.70
KK131,75,20.05
KK261,1,24.30
KK261,15,21.90
KK261,25,21.30
KK261,50,20.70
KK261,75,20.05
KK387,1,24.30
KK387,15,21.90
KK387,25,21.30
KK387,50,20.70
KK387,75,20.05
KK719,1,24.30
KK719,15,21.90
KK719,25,21.30
KK719,50,20.70
KK719,75,20.05
PR200 PLUS,1,20.7
PR200 PLUS,15,18.65
PR200 PLUS,25,18.15
PR200 PLUS,50,17.6
PR200 PLUS,75,17.05
JH002,1,24.30
JH002,15,21.90
JH002,25,21.30
JH002,50,20.70
JH002,75,20.05
JH004,1,24.30
JH004,15,21.90
JH004,25,21.30
JH004,50,20.70
JH004,75,20.05
JH009,1,24.30
JH009,15,21.90
JH009,25,21.30
JH009,50,20.70
JH009,75,20.05
03568,1,24.20
03568,15,21.80
03568,25,21.20
03568,50,20.60
03568,75,20.00
B420B,1,24.10
B420B,15,21.70
B420B,25,21.10
B420B,50,20.50
B420B,75,19.90
1194,1,23.85
1194,15,21.45
1194,25,20.85
1194,50,20.25
1194,75,19.70
BG022,1,23.80
BG022,15,21.45
BG022,25,20.85
BG022,50,20.25
BG022,75,19.65
BG075,1,23.80
BG075,15,21.45
BG075,25,20.85
BG075,50,20.25
BG075,75,19.65
BG091,1,23.80
BG091,15,21.45
BG091,25,20.85
BG091,50,20.25
BG091,75,19.65
BG265,1,23.80
BG265,15,21.45
BG265,25,20.85
BG265,50,20.25
BG265,75,19.65
BG619,1,23.80
BG619,15,21.45
BG619,25,20.85
BG619,50,20.25
BG619,75,19.65
HB475 PLUS,1,23.80
HB475 PLUS,15,21.45
HB475 PLUS,25,20.85
HB475 PLUS,50,20.25
HB475 PLUS,75,19.65
PR245,1,20.25
PR245,15,18.25
PR245,25,17.75
PR245,50,17.25
PR245,75,16.75
PR250,1,20.25
PR250,15,18.25
PR250,25,17.75
PR250,50,17.25
PR250,75,16.75
PR254,1,20.25
PR254,15,18.25
PR254,25,17.75
PR254,50,17.25
PR254,75,16.75
PR256,1,20.25
PR256,15,18.25
PR256,25,17.75
PR256,50,17.25
PR256,75,16.75
PR307 PLUS,1,20.25
PR307 PLUS,15,18.25
PR307 PLUS,25,17.75
PR307 PLUS,50,17.25
PR307 PLUS,75,16.75
PR345,1,20.25
PR345,15,18.25
PR345,25,17.75
PR345,50,17.25
PR345,75,16.75
PR350,1,20.25
PR350,15,18.25
PR350,25,17.75
PR350,50,17.25
PR350,75,16.75
PR354,1,20.25
PR354,15,18.25
PR354,25,17.75
PR354,50,17.25
PR354,75,16.75
PR356,1,20.25
PR356,15,18.25
PR356,25,17.75
PR356,50,17.25
PR356,75,16.75
TL47B ,1,23.80
TL47B ,15,21.45
TL47B ,25,20.85
TL47B ,50,20.25
TL47B ,75,19.65
RX200,1,23.80
RX200,15,21.45
RX200,25,20.85
RX200,50,20.25
RX200,75,19.65
R150J,1,23.80
R150J,15,21.45
R150J,25,20.85
R150J,50,20.25
R150J,75,19.65
RX550,1,23.80
RX550,15,21.45
RX550,25,20.85
RX550,50,20.25
RX550,75,19.65
H478,1,23.70
H478,15,21.35
H478,25,20.75
H478,50,20.15
H478,75,19.60
J926F,1,23.70
J926F,15,21.35
J926F,25,20.75
J926F,50,20.15
J926F,75,19.60
PR217,1,20.15
PR217,15,18.15
PR217,25,17.65
PR217,50,17.15
PR217,75,16.7
PR220,1,20.15
PR220,15,18.15
PR220,25,17.65
PR220,50,17.15
PR220,75,16.7
PR234,1,20.15
PR234,15,18.15
PR234,25,17.65
PR234,50,17.15
PR234,75,16.7
PR317,1,20.15
PR317,15,18.15
PR317,25,17.65
PR317,50,17.15
PR317,75,16.7
PR320,1,20.15
PR320,15,18.15
PR320,25,17.65
PR320,50,17.15
PR320,75,16.7
PW110,1,23.70
PW110,15,21.35
PW110,25,20.75
PW110,50,20.15
PW110,75,19.60
PR620 ,1,20.15
PR620 ,15,18.15
PR620 ,25,17.65
PR620 ,50,17.15
PR620 ,75,16.7
PR621 ,1,20.15
PR621 ,15,18.15
PR621 ,25,17.65
PR621 ,50,17.15
PR621 ,75,16.7
SX043,1,23.70
SX043,15,21.35
SX043,25,20.75
SX043,50,20.15
SX043,75,19.60
R156A,1,23.70
R156A,15,21.35
R156A,25,20.75
R156A,50,20.15
R156A,75,19.60
R309X,1,23.70
R309X,15,21.35
R309X,25,20.75
R309X,50,20.15
R309X,75,19.60
R205X,1,23.70
R205X,15,21.35
R205X,25,20.75
R205X,50,20.15
R205X,75,19.60
R234J,1,23.70
R234J,15,21.35
R234J,25,20.75
R234J,50,20.15
R234J,75,19.60
RE95A,1,23.70
RE95A,15,21.35
RE95A,25,20.75
RE95A,50,20.15
RE95A,75,19.60
J935F,1,23.60
J935F,15,21.25
J935F,25,20.65
J935F,50,20.10
J935F,75,19.50
JH055,1,23.60
JH055,15,21.25
JH055,25,20.65
JH055,50,20.10
JH055,75,19.50
JH058,1,23.60
JH058,15,21.25
JH058,25,20.65
JH058,50,20.10
JH058,75,19.50
JH068,1,23.60
JH068,15,21.25
JH068,25,20.65
JH068,50,20.05
JH068,75,19.45
QD070,1,23.50
QD070,15,21.15
QD070,25,20.60
QD070,50,20.00
QD070,75,19.40
QD264,1,23.50
QD264,15,21.15
QD264,25,20.60
QD264,50,20.00
QD264,75,19.40
QS255,1,23.50
QS255,15,21.15
QS255,25,20.60
QS255,50,20.00
QS255,75,19.40
K615,1,23.50
K615,15,21.15
K615,25,20.60
K615,50,20.00
K615,75,19.40
K617,1,23.50
K617,15,21.15
K617,25,20.60
K617,50,20.00
K617,75,19.40
KK102,1,23.50
KK102,15,21.15
KK102,25,20.60
KK102,50,20.00
KK102,75,19.40
KK140,1,23.50
KK140,15,21.15
KK140,25,20.60
KK140,50,20.00
KK140,75,19.40
KK183,1,23.50
KK183,15,21.15
KK183,25,20.60
KK183,50,20.00
KK183,75,19.40
KK191,1,23.50
KK191,15,21.15
KK191,25,20.60
KK191,50,20.00
KK191,75,19.40
KK350,1,23.50
KK350,15,21.15
KK350,25,20.60
KK350,50,20.00
KK350,75,19.40
KK729,1,23.50
KK729,15,21.15
KK729,25,20.60
KK729,50,20.00
KK729,75,19.40
JH005,1,23.50
JH005,15,21.15
JH005,25,20.60
JH005,50,20.00
JH005,75,19.40
RG122,1,21.15
RG122,15,19.05
RG122,25,18.55
RG122,50,18
RG122,75,17.5
RG122 PLUS,1,21.15
RG122 PLUS,15,19.05
RG122 PLUS,25,18.55
RG122 PLUS,50,18
RG122 PLUS,75,17.5
RG123,1,21.15
RG123,15,19.05
RG123,25,18.55
RG123,50,18
RG123,75,17.5
RG123 PLUS,1,21.15
RG123 PLUS,15,19.05
RG123 PLUS,25,18.55
RG123 PLUS,50,18
RG123 PLUS,75,17.5
RG138,1,21.15
RG138,15,19.05
RG138,25,18.55
RG138,50,18
RG138,75,17.5
RG140,1,21.15
RG140,15,19.05
RG140,25,18.55
RG140,50,18
RG140,75,17.5
RG148,1,21.15
RG148,15,19.05
RG148,25,18.55
RG148,50,18
RG148,75,17.5
RG149,1,21.15
RG149,15,19.05
RG149,25,18.55
RG149,50,18
RG149,75,17.5
BG138,1,23.30
BG138,15,21.00
BG138,25,20.40
BG138,50,19.85
BG138,75,19.25
YK020 PLUS,1,23.30
YK020 PLUS,15,21.00
YK020 PLUS,25,20.40
YK020 PLUS,50,19.85
YK020 PLUS,75,19.25
575M,1,23.20
575M,15,20.90
575M,25,20.30
575M,50,19.75
575M,75,19.15
KK361,1,23.10
KK361,15,20.80
KK361,25,20.25
KK361,50,19.65
KK361,75,19.10
1426,1,23.10
1426,15,20.80
1426,25,20.20
1426,50,19.65
1426,75,19.05
1427,1,23.10
1427,15,20.80
1427,25,20.20
1427,50,19.65
1427,75,19.05
J539M PLUS,1,23.00
J539M PLUS,15,20.70
J539M PLUS,25,20.15
J539M PLUS,50,19.55
J539M PLUS,75,19.00
JH057,1,23.00
JH057,15,20.70
JH057,25,20.15
JH057,50,19.55
JH057,75,19.00
SX093,1,23.00
SX093,15,20.70
SX093,25,20.15
SX093,50,19.55
SX093,75,19.00
PR135,1,19.5
PR135,15,17.6
PR135,25,17.05
PR135,50,16.6
PR135,75,16.1
13251,1,22.85
13251,15,20.55
13251,25,20.00
13251,50,19.40
13251,75,18.85
SW002,1,22.80
SW002,15,20.55
SW002,25,19.95
SW002,50,19.40
SW002,75,18.85
LV350,1,22.70
LV350,15,20.45
LV350,25,19.90
LV350,50,19.30
LV350,75,18.75
ST669,1,22.70
ST669,15,20.45
ST669,25,19.90
ST669,50,19.30
ST669,75,18.75
J925M,1,22.70
J925M,15,20.45
J925M,25,19.90
J925M,50,19.30
J925M,75,18.75
PR202 PLUS,1,19.3
PR202 PLUS,15,17.4
PR202 PLUS,25,16.95
PR202 PLUS,50,16.45
PR202 PLUS,75,15.95
PR300 PLUS,1,19.3
PR300 PLUS,15,17.4
PR300 PLUS,25,16.95
PR300 PLUS,50,16.45
PR300 PLUS,75,15.95
YK033,1,22.70
YK033,15,20.45
YK033,25,19.90
YK033,50,19.30
YK033,75,18.75
90000,1,22.70
90000,15,20.45
90000,25,19.90
90000,50,19.30
90000,75,18.75
90010,1,22.70
90010,15,20.45
90010,25,19.90
90010,50,19.30
90010,75,18.75
RG206,1,20.35
RG206,15,18.35
RG206,25,17.85
RG206,50,17.35
RG206,75,16.8
R343X,1,22.50
R343X,15,20.25
R343X,25,19.70
R343X,50,19.15
R343X,75,18.60
PR132,1,19.15
PR132,15,17.25
PR132,25,16.75
PR132,50,16.3
PR132,75,15.85
HB556,1,22.50
HB556,15,20.25
HB556,25,19.70
HB556,50,19.15
HB556,75,18.60
PR207,1,19.15
PR207,15,17.25
PR207,25,16.75
PR207,50,16.3
PR207,75,15.85
RX600,1,22.50
RX600,15,20.25
RX600,25,19.70
RX600,50,19.15
RX600,75,18.60
EA040,1,22.50
EA040,15,20.25
EA040,25,19.70
EA040,50,19.15
EA040,75,18.60
RE95J,1,22.50
RE95J,15,20.25
RE95J,25,19.70
RE95J,50,19.15
RE95J,75,18.60
SS012,1,19.05
SS012,15,17.15
SS012,25,16.7
SS012,50,16.2
SS012,75,15.75
PR144,1,19
PR144,15,17.1
PR144,25,16.65
PR144,50,16.15
PR144,75,15.65
BG166,1,22.30
BG166,15,20.10
BG166,25,19.55
BG166,50,19.00
BG166,75,18.40
PR221,1,19
PR221,15,17.1
PR221,25,16.65
PR221,50,16.15
PR221,75,15.65
KK924,1,22.30
KK924,15,20.10
KK924,25,19.55
KK924,50,19.00
KK924,75,18.40
J262M,1,22.30
J262M,15,20.10
J262M,25,19.55
J262M,50,19.00
J262M,75,18.40
JH001 PLUS,1,22.30
JH001 PLUS,15,20.10
JH001 PLUS,25,19.55
JH001 PLUS,50,19.00
JH001 PLUS,75,18.40
JH003,1,22.30
JH003,15,20.10
JH003,25,19.55
JH003,50,19.00
JH003,75,18.40
JH43J,1,22.30
JH43J,15,20.10
JH43J,25,19.55
JH43J,50,19.00
JH43J,75,18.40
J925F,1,22.20
J925F,15,20.00
J925F,25,19.45
J925F,50,18.90
J925F,75,18.35
H482,1,22.10
H482,15,19.90
H482,25,19.35
H482,50,18.80
H482,75,18.25
YK020,1,22.00
YK020,15,19.80
